Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_00426,46-60,Female,No,Rural,Gabon,Central Africa,Processing,Continental Agri Ltd,Research Institution,5,4,3,3,4,4,5,4,3,4,5,3,4,4,3,4,5,5,4,Sub-national,3,4,4,4,0,0,1,0,1,0,3,4,4,5,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Improve equitable funding access mechanisms,4.0,3.5,3.75,4.5,High,4.0,4.0,3.8,0.0,1,0,0,2,2,0,1,2.95,Moderate,0,66.66666666666666,45.45454545454545,28.57142857142857,50.0,66.66666666666666,51.24,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00427,18-35,Female,No,Semi-Urban,South Africa,Southern Africa,Marketing,ProAgri Associates,Research Institution,5,4,4,4,5,3,3,3,3,5,4,5,5,5,5,4,5,4,4,Continental,3,3,3,5,0,0,1,0,1,1,2,4,2,3,4,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Promote women leadership representation,3.5,4.25,3.5,4.25,Moderate,3.5,3.0,4.8,0.5,0,1,0,3,1,1,0,2.6,Moderate,1,0.0,72.72727272727273,42.85714285714286,40.0,66.66666666666666,39.42,Digital literacy & agri-tech platform access | Capacity building programme enrolment,High,2
RESP_00428,18-35,Female,No,Semi-Urban,Nigeria,West Africa,Marketing,EcoFarm Network,Government Agency,4,3,4,3,3,4,5,3,3,4,5,5,4,3,4,3,3,4,4,Sub-national,3,4,3,4,1,1,1,0,0,1,5,3,4,2,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,3.75,3.25,3.5,3.5,High,3.75,3.6,4.2,0.15,0,1,0,4,2,0,0,2.6,Moderate,1,66.66666666666666,36.36363636363637,35.71428571428571,40.0,33.33333333333333,45.57,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access,High,2
RESP_00429,18-35,Female,No,Urban,South Africa,Southern Africa,Services,Oasis Farm Group,Women Cooperative,5,4,5,3,4,3,4,4,3,3,5,3,4,5,4,3,5,3,4,Continental,4,4,4,5,1,1,0,0,0,1,4,4,4,3,5,Climate adaptation training should be expanded,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,3.5,4.0,4.25,3.75,Moderate,3.5,4.0,4.2,-0.5,0,1,0,3,1,1,1,2.35,Low,1,66.66666666666666,63.63636363636363,42.85714285714286,70.0,66.66666666666666,61.65,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_00430,46-60,Female,No,Urban,Ghana,West Africa,Agri-Tech,AgriLink Cooperative,Farmers Association,3,5,4,4,4,4,4,4,3,2,5,5,5,5,3,5,3,5,4,Sub-national,3,3,4,5,0,0,0,0,1,0,3,4,3,5,3,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Promote women leadership representation,3.25,4.25,3.75,4.25,Moderate,3.25,3.6,4.6,-0.35,0,0,0,1,1,1,1,2.3,Low,1,33.33333333333333,72.72727272727273,50.0,50.0,100.0,55.68,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_00431,46-60,Female,Yes,Rural,Senegal,West Africa,Services,Horizon Food Systems,Farmers Association,4,5,5,4,5,4,5,4,4,5,5,5,5,4,4,4,3,5,4,Sub-national,4,3,3,4,0,1,1,1,0,0,4,4,4,4,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Expand awareness campaigns in rural communities,4.5,4.75,3.5,4.0,Critical,4.5,4.0,4.6,0.5,1,0,1,3,3,1,0,3.75,High,0,66.66666666666666,90.9090909090909,14.285714285714292,40.0,100.0,61.58,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,8
RESP_00432,18-35,Female,No,Rural,Botswana,Southern Africa,Agri-Finance,Nile AgriConsult,Farmers Association,3,3,4,4,4,4,4,5,5,5,5,5,5,4,4,4,3,5,5,Continental,4,4,3,5,1,0,0,0,1,1,3,4,4,4,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.75,3.75,4.0,4.25,Critical,4.75,3.8,4.6,0.95,1,1,0,3,3,0,1,3.45,High,0,66.66666666666666,54.54545454545454,7.142857142857139,60.0,33.33333333333333,47.4,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00433,46-60,Male,Yes,Rural,Chad,Central Africa,Processing,FarmFirst Alliance,Community Network,3,4,2,5,4,3,5,4,5,5,4,5,4,4,4,5,4,5,4,Regional,4,4,4,4,1,1,0,1,0,1,3,5,4,4,4,Local partnerships improve sustainability and trust,Support aggregation and funding of agricultural research,Promote women leadership representation,4.75,3.75,4.0,4.5,Critical,4.75,4.0,4.2,0.75,0,0,1,4,3,0,1,3.6,High,0,66.66666666666666,54.54545454545454,7.142857142857139,60.0,66.66666666666666,50.73,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,7
RESP_00434,46-60,Female,Yes,Rural,Sierra Leone,West Africa,Agri-Tech,Continental Agri Ltd,Government Agency,4,5,4,4,3,4,5,4,4,5,4,5,4,4,3,5,3,3,4,Continental,5,3,4,5,0,0,1,1,1,0,4,4,4,2,4,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.5,4.0,4.25,3.75,Critical,4.5,3.6,4.0,0.9,1,0,1,3,3,1,1,3.85,High,0,66.66666666666666,63.63636363636363,14.285714285714292,70.0,100.0,59.27,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,8
RESP_00435,36-45,Female,No,Urban,Botswana,Southern Africa,Services,Sahel Solutions Ltd,NGO,4,4,4,4,4,4,4,2,4,2,5,4,5,5,4,4,4,4,5,Continental,4,2,4,3,1,1,0,0,0,1,3,3,4,3,4,Technology adoption is improving productivity outcomes,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.0,4.0,3.25,4.25,Moderate,3.0,3.4,4.6,-0.4,0,0,0,3,1,1,0,2.2,Low,1,66.66666666666666,63.63636363636363,57.142857142857146,30.0,66.66666666666666,58.5,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_00436,46-60,Female,No,Urban,Chad,Central Africa,Processing,SeedFuture Institute,Private Agribusiness,5,4,3,4,3,3,5,3,3,2,5,5,4,5,5,4,4,4,3,Continental,4,4,5,3,1,0,1,0,0,1,4,5,5,4,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,3.25,3.5,4.0,3.75,Moderate,3.25,4.4,4.8,-1.15,0,0,0,3,1,0,1,2.1,Low,1,100.0,45.45454545454545,50.0,60.0,66.66666666666666,67.03,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_00437,36-45,Male,No,Urban,Tunisia,Northern Africa,Agri-Finance,AfroHarvest Initiative,Research Institution,5,5,2,3,4,4,4,2,2,3,5,4,4,4,5,4,4,5,3,National,4,4,3,4,0,1,1,0,1,1,4,3,4,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Increase disability-inclusive participation frameworks,2.75,3.5,3.75,4.0,Low,2.75,3.8,4.4,-1.05,0,0,0,4,0,0,1,1.95,Low,1,66.66666666666666,45.45454545454545,64.28571428571428,50.0,100.0,61.72,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_00438,18-35,Female,No,Rural,Algeria,Northern Africa,Agri-Finance,BushVeld Research,Private Agribusiness,4,5,3,4,5,5,5,4,5,4,5,4,4,4,5,3,5,5,3,Sub-national,3,4,5,3,1,0,0,0,1,0,4,3,4,5,4,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Improve equitable funding access mechanisms,4.5,4.25,3.75,4.0,Critical,4.5,4.0,4.4,0.5,1,1,0,2,3,1,1,3.25,High,0,66.66666666666666,72.72727272727273,14.285714285714292,50.0,100.0,58.54,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00439,36-45,Female,Yes,Rural,Zimbabwe,Southern Africa,Services,Horizon Food Systems,Women Cooperative,3,3,4,4,4,3,2,5,4,5,5,5,4,5,4,3,5,4,4,Regional,4,3,4,4,1,0,0,0,1,1,3,4,4,3,3,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,4.0,3.75,3.75,4.0,High,4.0,3.4,4.6,0.6,1,0,1,3,2,0,1,3.6,High,0,66.66666666666666,54.54545454545454,28.57142857142857,50.0,33.33333333333333,50.18,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,7
RESP_00440,18-35,Female,No,Rural,Botswana,Southern Africa,Agri-Finance,GreenVine Partners,Private Agribusiness,4,4,4,4,4,4,4,5,5,5,5,4,3,4,5,5,4,5,5,Regional,4,3,3,4,0,0,1,0,1,1,4,5,5,5,4,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Expand awareness campaigns in rural communities,4.75,4.0,3.5,4.75,Critical,4.75,4.6,4.2,0.15,1,1,0,3,3,1,0,3.25,High,0,100.0,63.63636363636363,7.142857142857139,40.0,66.66666666666666,60.0,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00441,18-35,Female,No,Rural,Morocco,Northern Africa,Agri-Tech,Sunrise Food Systems,Community Network,4,3,4,2,4,4,4,5,3,4,4,4,4,5,2,3,4,5,4,Regional,4,3,4,4,1,0,0,1,1,0,4,3,5,4,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,4.0,3.25,3.75,4.0,High,4.0,4.0,3.8,0.0,1,1,0,3,2,0,1,2.95,Moderate,0,100.0,36.36363636363637,28.57142857142857,50.0,33.33333333333333,55.64,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00442,36-45,Female,No,Rural,Gabon,Central Africa,Others,Delta Agri Hub,NGO,4,5,1,4,4,4,4,3,4,4,4,4,5,5,4,4,5,3,4,Regional,4,4,4,4,0,1,1,1,1,0,4,4,4,3,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,3.75,3.5,4.0,4.0,High,3.75,3.8,4.4,-0.05,1,0,0,4,2,0,1,2.85,Moderate,0,66.66666666666666,45.45454545454545,35.71428571428571,60.0,100.0,57.51,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Capacity building programme enrolment,High,5
RESP_00443,36-45,Female,No,Urban,Nigeria,West Africa,Processing,Delta Agri Hub,Farmers Association,5,4,3,4,4,4,5,2,3,3,4,3,4,4,5,5,5,4,4,Regional,4,5,4,3,1,1,0,0,0,1,3,4,5,4,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,3.25,3.75,4.0,4.5,Moderate,3.25,4.0,4.0,-0.75,0,0,0,3,1,0,1,2.2,Low,1,100.0,54.54545454545454,50.0,60.0,66.66666666666666,69.3,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_00444,61+,Female,No,Rural,Zambia,Southern Africa,Others,Delta Agri Hub,Women Cooperative,3,5,4,3,4,4,2,4,5,4,5,4,4,5,5,4,3,3,3,Regional,4,3,4,4,0,1,0,1,0,0,4,4,4,5,5,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Promote women leadership representation,3.75,4.0,3.75,3.25,High,3.75,4.4,4.6,-0.65,1,0,0,2,2,1,1,2.7,Moderate,0,66.66666666666666,63.63636363636363,35.71428571428571,50.0,100.0,60.55,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Capacity building programme enrolment,High,5
RESP_00445,46-60,Female,Yes,Urban,South Africa,Southern Africa,Agri-Tech,GreenVine Partners,Private Agribusiness,4,4,4,4,4,3,2,3,3,2,4,3,3,5,4,3,4,4,4,Sub-national,5,4,4,4,0,0,0,0,1,1,3,5,4,3,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,2.5,4.0,4.25,3.75,Low,2.5,3.8,3.8,-1.3,0,0,1,2,0,1,1,2.3,Low,1,66.66666666666666,63.63636363636363,71.42857142857143,70.0,66.66666666666666,67.36,Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Routine,2
RESP_00446,36-45,Female,No,Urban,DR Congo,Central Africa,Services,Sahel Solutions Ltd,Community Network,4,4,3,4,5,4,4,5,2,2,5,3,4,5,4,5,4,4,4,Sub-national,2,3,4,3,0,1,0,1,1,0,4,3,4,4,5,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,3.25,4.0,3.0,4.25,Moderate,3.25,4.0,4.2,-0.75,0,0,0,3,1,1,0,2.2,Low,1,66.66666666666666,63.63636363636363,50.0,20.0,66.66666666666666,55.58,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_00447,46-60,Male,No,Semi-Urban,Egypt,Northern Africa,Agri-Tech,EcoFarm Network,Women Cooperative,3,4,3,3,5,4,3,4,4,4,4,3,4,4,4,3,4,5,4,National,3,2,4,4,1,1,1,0,0,0,4,4,5,4,4,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,3.75,3.75,3.25,4.0,High,3.75,4.2,3.8,-0.45,0,0,0,3,2,0,0,2.45,Low,1,100.0,54.54545454545454,35.71428571428571,30.0,66.66666666666666,61.95,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_00448,18-35,Female,No,Semi-Urban,Zimbabwe,Southern Africa,Agri-Tech,Oasis Farm Group,Community Network,4,3,4,3,3,4,4,5,4,3,4,5,5,4,4,4,4,5,4,Regional,3,4,4,3,0,1,1,1,1,1,3,3,4,4,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.0,3.25,3.5,4.25,High,4.0,3.6,4.4,0.4,0,1,0,5,2,0,0,2.75,Moderate,0,66.66666666666666,36.36363636363637,28.57142857142857,40.0,33.33333333333333,44.14,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00449,36-45,Male,Yes,Rural,Kenya,East Africa,Marketing,Horizon Food Systems,Farmers Association,5,4,4,3,4,4,3,4,4,5,4,3,4,4,3,3,4,4,4,Regional,4,3,4,4,0,0,1,0,1,1,3,3,4,3,4,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Improve equitable funding access mechanisms,4.0,3.75,3.75,3.75,High,4.0,3.4,3.6,0.6,0,0,1,3,2,0,1,3.3,High,0,66.66666666666666,54.54545454545454,28.57142857142857,50.0,66.66666666666666,53.52,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,6
RESP_00450,18-35,Female,No,Semi-Urban,Tunisia,Northern Africa,Others,Nile AgriConsult,NGO,4,3,5,3,4,4,4,2,4,3,4,5,4,4,5,4,3,5,3,Sub-national,5,3,5,5,0,0,0,0,1,0,3,4,5,4,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Strengthen gender-responsive technology access,3.25,3.75,4.5,3.75,Moderate,3.25,4.0,4.4,-0.75,0,1,0,1,1,0,1,2.2,Low,1,100.0,54.54545454545454,50.0,80.0,33.33333333333333,68.97,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_00451,18-35,Male,Yes,Rural,DR Congo,Central Africa,Marketing,Nile AgriConsult,NGO,4,4,4,4,3,4,5,4,4,4,5,5,3,5,4,4,5,5,4,Continental,4,3,4,4,0,1,1,0,1,0,4,2,5,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.25,3.75,3.75,4.5,High,4.25,3.8,4.4,0.45,0,1,1,3,2,0,1,3.35,High,0,100.0,54.54545454545454,21.42857142857143,50.0,66.66666666666666,62.09,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,7
RESP_00452,18-35,Female,No,Rural,Botswana,Southern Africa,Processing,Sunrise Food Systems,Farmers Association,3,4,4,5,5,4,3,3,5,4,5,4,3,4,4,5,4,5,5,Regional,3,2,5,5,0,0,1,0,0,0,3,5,5,4,5,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,3.75,4.5,3.75,4.75,High,3.75,4.4,4.0,-0.65,1,1,0,1,2,1,1,2.7,Moderate,0,100.0,81.81818181818183,35.71428571428571,50.0,66.66666666666666,71.76,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
